anxiety_level,self_esteem,mental_health_history,depression,headache,blood_pressure,sleep_quality,breathing_problem,noise_level,living_conditions,safety,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,extracurricular_activities,bullying,stress_level
5.0,0.5,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,1.6666666666666667,5.0,4.0,5.0,2
5.0,1.8333333333333333,5.0,2.962962962962963,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,1.6666666666666667,4.0,5.0,5.0,2
4.523809523809524,0.3333333333333333,5.0,4.259259259259259,3.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.6666666666666667,4.0,5.0,4.0,2
0.9523809523809524,4.833333333333333,0.0,0.5555555555555556,1.0,2.5,5.0,2.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,0
1.6666666666666663,4.666666666666666,0.0,1.2962962962962965,1.0,2.5,5.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,0
2.8571428571428568,2.833333333333333,5.0,0.9259259259259258,2.0,5.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,5.0,1.0,5.0,1.6666666666666667,0.0,0.0,4.0,0
1.9047619047619049,4.333333333333333,0.0,1.4814814814814814,1.0,2.5,5.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,0
3.571428571428571,1.8333333333333333,5.0,3.888888888888889,3.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,1.6666666666666667,5.0,5.0,4.0,2
0.238095238095238,5.0,0.0,0.5555555555555556,1.0,2.5,4.0,1.0,2.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,0
0.4761904761904761,4.166666666666666,0.0,0.7407407407407407,1.0,2.5,4.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,0
4.285714285714286,2.5,5.0,4.62962962962963,5.0,5.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,1.6666666666666667,4.0,4.0,5.0,2
4.523809523809524,0.1666666666666666,5.0,3.148148148148148,4.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.6666666666666667,5.0,4.0,5.0,2
2.142857142857143,4.166666666666666,0.0,1.6666666666666663,2.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.333333333333333,2.0,3.0,2.0,1
0.4761904761904761,4.833333333333333,0.0,1.2962962962962965,1.0,2.5,5.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,0
1.4285714285714284,4.333333333333333,0.0,1.4814814814814814,1.0,2.5,5.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,0
0.7142857142857142,4.666666666666666,0.0,0.3703703703703703,1.0,2.5,4.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,0
3.571428571428571,1.3333333333333333,5.0,4.0740740740740735,5.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.6666666666666667,4.0,5.0,5.0,2
0.4761904761904761,4.333333333333333,0.0,0.9259259259259258,1.0,2.5,4.0,1.0,2.0,3.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,0
4.047619047619048,2.0,5.0,4.0740740740740735,4.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,1.6666666666666667,4.0,4.0,4.0,2
4.523809523809524,1.8333333333333333,5.0,5.0,3.0,5.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.6666666666666667,4.0,5.0,4.0,2
2.380952380952381,4.166666666666666,5.0,2.592592592592593,3.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.333333333333333,2.0,2.0,3.0,1
3.095238095238095,3.833333333333333,0.0,2.0370370370370368,3.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1
4.523809523809524,0.0,5.0,4.444444444444445,4.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,1.6666666666666667,4.0,4.0,4.0,2
3.095238095238095,4.0,5.0,1.851851851851852,2.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.333333333333333,2.0,2.0,3.0,1
1.4285714285714284,4.666666666666666,0.0,0.0,1.0,2.5,4.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,0
0.238095238095238,3.333333333333333,0.0,3.518518518518518,2.0,5.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,1.0,1.6666666666666667,5.0,2.0,1.0,0
3.809523809523809,1.5,5.0,3.333333333333333,4.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.6666666666666667,4.0,5.0,4.0,2
0.4761904761904761,4.333333333333333,0.0,0.7407407407407407,1.0,2.5,4.0,2.0,1.0,4.0,5.0,4.0,5.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,0
2.380952380952381,3.6666666666666665,0.0,1.851851851851852,3.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.333333333333333,2.0,2.0,2.0,1
2.8571428571428568,3.1666666666666665,0.0,2.2222222222222223,3.0,0.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,1
2.142857142857143,2.833333333333333,0.0,2.592592592592593,3.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.333333333333333,3.0,3.0,2.0,1
4.285714285714286,1.6666666666666663,5.0,3.148148148148148,3.0,5.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,1.6666666666666667,4.0,5.0,4.0,2
3.809523809523809,1.8333333333333333,5.0,3.333333333333333,4.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.6666666666666667,5.0,4.0,4.0,2
2.619047619047619,3.833333333333333,0.0,2.2222222222222223,2.0,0.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,1
1.6666666666666663,4.333333333333333,0.0,1.1111111111111112,1.0,2.5,4.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,0
2.380952380952381,3.0,5.0,1.851851851851852,3.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,1
3.333333333333333,4.166666666666666,0.0,2.0370370370370368,2.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,1
4.761904761904762,2.5,5.0,4.814814814814815,4.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,4.0,1.6666666666666667,5.0,5.0,4.0,2
1.4285714285714284,3.5,0.0,2.962962962962963,1.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,4.0,4.0,1.0,5.0,1.6666666666666667,0.0,1.0,1.0,1
4.523809523809524,2.5,5.0,3.333333333333333,5.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.6666666666666667,4.0,5.0,5.0,2
0.4761904761904761,4.666666666666666,0.0,1.4814814814814814,1.0,2.5,4.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,0
0.238095238095238,4.666666666666666,0.0,2.592592592592593,3.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,4.0,0.0,1.6666666666666667,2.0,5.0,2.0,2
0.9523809523809524,4.666666666666666,0.0,0.0,1.0,2.5,4.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,0
3.333333333333333,2.833333333333333,5.0,1.851851851851852,2.0,0.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,1
4.761904761904762,0.1666666666666666,5.0,3.333333333333333,5.0,5.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.6666666666666667,5.0,4.0,4.0,2
0.238095238095238,0.3333333333333333,0.0,1.851851851851852,1.0,5.0,3.0,0.0,3.0,4.0,5.0,0.0,4.0,1.0,0.0,4.0,1.6666666666666667,3.0,5.0,1.0,2
2.380952380952381,3.0,0.0,2.2222222222222223,2.0,0.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.333333333333333,2.0,2.0,2.0,1
3.333333333333333,4.166666666666666,0.0,2.2222222222222223,3.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,1
4.523809523809524,2.1666666666666665,5.0,3.333333333333333,3.0,5.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.6666666666666667,4.0,4.0,4.0,2
3.333333333333333,2.5,5.0,2.2222222222222223,3.0,0.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1
3.571428571428571,2.1666666666666665,5.0,2.7777777777777777,3.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,1.6666666666666667,5.0,5.0,5.0,2
4.285714285714286,0.3333333333333333,5.0,2.7777777777777777,4.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,1.6666666666666667,4.0,4.0,4.0,2
2.142857142857143,3.6666666666666665,0.0,1.851851851851852,3.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.333333333333333,2.0,3.0,3.0,1
1.4285714285714284,5.0,0.0,1.2962962962962965,1.0,2.5,5.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,0
3.333333333333333,3.833333333333333,5.0,2.592592592592593,2.0,0.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,1
0.238095238095238,4.833333333333333,0.0,1.2962962962962965,1.0,2.5,5.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,0
1.9047619047619049,5.0,0.0,0.7407407407407407,1.0,2.5,4.0,1.0,1.0,3.0,5.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,0
2.142857142857143,3.6666666666666665,5.0,2.4074074074074074,2.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,1
1.4285714285714284,4.666666666666666,0.0,1.4814814814814814,1.0,2.5,4.0,2.0,2.0,3.0,5.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,0
3.809523809523809,0.6666666666666666,5.0,2.7777777777777777,5.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,1.6666666666666667,4.0,4.0,4.0,2
3.571428571428571,1.3333333333333333,5.0,4.0740740740740735,4.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,1.6666666666666667,5.0,4.0,4.0,2
3.333333333333333,3.833333333333333,5.0,1.851851851851852,3.0,0.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.333333333333333,2.0,2.0,3.0,1
2.8571428571428568,3.1666666666666665,5.0,2.2222222222222223,2.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,1
4.523809523809524,2.6666666666666665,0.0,1.6666666666666663,4.0,5.0,3.0,5.0,1.0,3.0,5.0,1.0,2.0,0.0,0.0,3.0,1.6666666666666667,0.0,5.0,5.0,0
0.4761904761904761,1.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,1.6666666666666667,5.0,4.0,1.0,2
1.4285714285714284,4.166666666666666,0.0,1.1111111111111112,1.0,2.5,5.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,0
0.238095238095238,4.333333333333333,0.0,0.5555555555555556,1.0,2.5,4.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,2.0,1.0,1.0,0
4.523809523809524,2.1666666666666665,5.0,3.7037037037037033,3.0,5.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,1.6666666666666667,5.0,4.0,4.0,2
4.523809523809524,2.5,5.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.6666666666666667,4.0,5.0,5.0,2
0.238095238095238,4.5,0.0,0.7407407407407407,1.0,2.5,5.0,2.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,0
5.0,1.5,5.0,3.148148148148148,4.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.6666666666666667,5.0,5.0,5.0,2
0.0,4.166666666666666,0.0,0.3703703703703703,1.0,2.5,5.0,1.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,0
3.809523809523809,1.8333333333333333,5.0,3.888888888888889,5.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,1.6666666666666667,4.0,5.0,4.0,2
4.523809523809524,0.0,5.0,2.7777777777777777,5.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.6666666666666667,5.0,4.0,5.0,2
4.047619047619048,1.0,5.0,4.444444444444445,3.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.6666666666666667,4.0,5.0,4.0,2
3.571428571428571,0.6666666666666666,5.0,4.814814814814815,3.0,5.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,1.6666666666666667,4.0,5.0,4.0,2
3.809523809523809,1.6666666666666663,5.0,4.62962962962963,3.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,1.6666666666666667,5.0,4.0,5.0,2
2.380952380952381,3.833333333333333,5.0,1.6666666666666663,3.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.333333333333333,2.0,3.0,3.0,1
4.047619047619048,1.8333333333333333,5.0,3.888888888888889,5.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.6666666666666667,5.0,4.0,4.0,2
1.9047619047619049,4.833333333333333,0.0,0.7407407407407407,1.0,2.5,4.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,2.0,1.0,1.0,0
2.8571428571428568,2.833333333333333,0.0,2.592592592592593,3.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.333333333333333,2.0,2.0,2.0,1
3.333333333333333,2.6666666666666665,0.0,2.4074074074074074,3.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.333333333333333,3.0,2.0,3.0,1
2.619047619047619,2.833333333333333,0.0,2.592592592592593,3.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.333333333333333,2.0,2.0,2.0,1
4.761904761904762,4.666666666666666,0.0,1.4814814814814814,3.0,5.0,2.0,0.0,1.0,0.0,4.0,3.0,5.0,3.0,0.0,2.0,1.6666666666666667,3.0,4.0,5.0,0
2.619047619047619,3.5,0.0,1.6666666666666663,3.0,0.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.333333333333333,2.0,2.0,3.0,1
4.761904761904762,1.6666666666666663,5.0,3.333333333333333,3.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.6666666666666667,4.0,4.0,4.0,2
3.809523809523809,1.6666666666666663,5.0,3.333333333333333,5.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,5.0,1.6666666666666667,5.0,4.0,4.0,2
1.1904761904761905,4.166666666666666,0.0,0.5555555555555556,1.0,2.5,4.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,2.0,1.0,0
5.0,2.1666666666666665,5.0,2.962962962962963,4.0,5.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,4.0,1.6666666666666667,4.0,5.0,4.0,2
1.6666666666666663,4.333333333333333,0.0,0.5555555555555556,1.0,2.5,5.0,2.0,1.0,3.0,4.0,5.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,0
4.523809523809524,4.5,0.0,0.5555555555555556,5.0,5.0,5.0,0.0,5.0,5.0,2.0,5.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,4.0,1
1.1904761904761905,5.0,0.0,1.2962962962962965,1.0,2.5,4.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,1.0,2.0,1.0,0
1.9047619047619049,5.0,0.0,1.2962962962962965,1.0,2.5,5.0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,0
2.8571428571428568,2.6666666666666665,0.0,1.2962962962962965,5.0,5.0,2.0,4.0,3.0,0.0,4.0,4.0,5.0,0.0,0.0,5.0,1.6666666666666667,2.0,3.0,3.0,0
2.619047619047619,3.833333333333333,0.0,4.814814814814815,5.0,5.0,0.0,3.0,0.0,5.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,2
2.380952380952381,3.833333333333333,5.0,2.4074074074074074,2.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,1
3.809523809523809,2.1666666666666665,5.0,3.7037037037037033,3.0,5.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.6666666666666667,5.0,5.0,5.0,2
0.7142857142857142,4.5,0.0,1.4814814814814814,1.0,2.5,5.0,2.0,2.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,0
1.6666666666666663,4.166666666666666,0.0,0.3703703703703703,1.0,2.5,5.0,1.0,2.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,0
0.238095238095238,3.5,0.0,2.0370370370370368,3.0,5.0,5.0,1.0,4.0,3.0,1.0,5.0,0.0,4.0,2.0,3.0,1.6666666666666667,0.0,2.0,1.0,1
4.285714285714286,2.1666666666666665,5.0,3.333333333333333,5.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.6666666666666667,4.0,5.0,4.0,2
0.7142857142857142,4.833333333333333,0.0,0.1851851851851851,1.0,2.5,4.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,0
2.8571428571428568,3.333333333333333,0.0,2.2222222222222223,3.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.333333333333333,2.0,3.0,2.0,1
1.6666666666666663,4.5,0.0,0.0,1.0,2.5,4.0,2.0,2.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,0
2.380952380952381,4.0,5.0,2.592592592592593,3.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.333333333333333,2.0,2.0,3.0,1
3.571428571428571,1.8333333333333333,5.0,3.333333333333333,3.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,5.0,1.6666666666666667,4.0,4.0,4.0,2
5.0,2.5,5.0,4.259259259259259,5.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,1.6666666666666667,4.0,4.0,4.0,2
1.9047619047619049,0.0,5.0,4.0740740740740735,5.0,5.0,5.0,5.0,0.0,1.0,0.0,4.0,3.0,5.0,1.0,2.0,1.6666666666666667,2.0,3.0,1.0,0
2.142857142857143,3.833333333333333,0.0,1.6666666666666663,2.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.333333333333333,3.0,2.0,3.0,1
2.8571428571428568,4.0,5.0,2.4074074074074074,2.0,0.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,1
1.1904761904761905,3.333333333333333,0.0,0.5555555555555556,2.0,5.0,4.0,3.0,5.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,1
5.0,1.1666666666666663,5.0,1.6666666666666663,5.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,5.0,1.6666666666666667,5.0,0.0,0.0,0
1.1904761904761905,0.3333333333333333,5.0,1.1111111111111112,3.0,5.0,5.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.6666666666666667,1.0,1.0,0.0,1
0.238095238095238,4.333333333333333,0.0,0.0,1.0,2.5,5.0,1.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,0
2.8571428571428568,2.6666666666666665,5.0,2.2222222222222223,2.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,1
0.238095238095238,4.833333333333333,0.0,0.9259259259259258,1.0,2.5,5.0,2.0,1.0,3.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,0
3.095238095238095,2.5,0.0,2.2222222222222223,3.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,1
0.9523809523809524,4.666666666666666,0.0,0.7407407407407407,1.0,2.5,5.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,0
4.047619047619048,2.5,5.0,3.148148148148148,5.0,5.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,1.6666666666666667,4.0,5.0,5.0,2
3.095238095238095,2.333333333333333,0.0,0.0,4.0,5.0,5.0,5.0,2.0,0.0,2.0,3.0,1.0,5.0,3.0,3.0,0.0,1.0,3.0,3.0,1
0.4761904761904761,4.166666666666666,0.0,0.7407407407407407,1.0,2.5,5.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,0
3.095238095238095,2.6666666666666665,0.0,2.592592592592593,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1
2.619047619047619,3.1666666666666665,5.0,1.851851851851852,2.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.333333333333333,3.0,3.0,3.0,1
0.9523809523809524,5.0,0.0,1.2962962962962965,1.0,2.5,4.0,1.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,0
1.6666666666666663,4.333333333333333,0.0,1.4814814814814814,1.0,2.5,4.0,1.0,1.0,3.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0,0
1.6666666666666663,4.166666666666666,0.0,1.4814814814814814,1.0,2.5,5.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,0
3.333333333333333,3.833333333333333,0.0,2.2222222222222223,2.0,0.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1
2.380952380952381,3.333333333333333,0.0,2.592592592592593,2.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,1
